,year,id_,marital,agewed,divorce,hapmar,zodiac,ballot
22646,1988,772,Married,17,NO,VERY HAPPY,Pisces,Ballot b
22647,1988,773,Married,28,NO,VERY HAPPY,Virgo,Ballot c
22648,1988,774,Married,20,NO,VERY HAPPY,Sagittarius,Ballot c
22650,1988,776,Married,18,NO,VERY HAPPY,Leo,Ballot a
22652,1988,778,Married,20,YES,VERY HAPPY,Libra,Ballot c
22653,1988,779,Married,19,NO,VERY HAPPY,Capricorn,Ballot b
22654,1988,780,Married,32,NO,VERY HAPPY,Cancer,Ballot a
22655,1988,781,Married,22,YES,VERY HAPPY,Scorpio,Ballot b
22656,1988,782,Married,20,NO,VERY HAPPY,Libra,Ballot a
22657,1988,783,Married,17,NO,VERY HAPPY,Taurus,Ballot a
22658,1988,784,Married,28,NO,VERY HAPPY,Capricorn,Ballot b
22659,1988,785,Married,17,NO,PRETTY HAPPY,Aries,Ballot c
22660,1988,786,Married,15,YES,VERY HAPPY,Cancer,Ballot a
22661,1988,787,Married,21,NO,VERY HAPPY,Taurus,Ballot b
22662,1988,788,Married,22,NO,VERY HAPPY,Cancer,Ballot c
22663,1988,789,Married,16,YES,VERY HAPPY,Aquarius,Ballot a
22664,1988,790,Married,29,NO,PRETTY HAPPY,Scorpio,Ballot a
22665,1988,791,Married,20,YES,PRETTY HAPPY,Sagittarius,Ballot a
22666,1988,792,Married,18,YES,VERY HAPPY,Aquarius,Ballot c
22667,1988,793,Married,27,NO,VERY HAPPY,Cancer,Ballot b
22668,1988,794,Married,15,NO,VERY HAPPY,Gemini,Ballot a
22669,1988,795,Married,23,NO,PRETTY HAPPY,Capricorn,Ballot b
22671,1988,797,Married,21,NO,VERY HAPPY,Aquarius,Ballot c
22672,1988,798,Married,19,YES,PRETTY HAPPY,Aquarius,Ballot c
22674,1988,800,Married,25,NO,PRETTY HAPPY,Scorpio,Ballot b
22675,1988,801,Married,20,NO,PRETTY HAPPY,Sagittarius,Ballot b
22676,1988,802,Married,27,YES,VERY HAPPY,Sagittarius,Ballot c
22677,1988,803,Married,23,NO,VERY HAPPY,Aquarius,Ballot b
22678,1988,804,Married,22,NO,VERY HAPPY,Taurus,Ballot a
22679,1988,805,Married,23,NO,VERY HAPPY,Taurus,Ballot b
22680,1988,806,Married,16,NO,VERY HAPPY,Taurus,Ballot c
22683,1988,809,Married,20,YES,PRETTY HAPPY,Scorpio,Ballot c
22686,1988,812,Married,27,NO,VERY HAPPY,Pisces,Ballot a
22687,1988,813,Married,16,NO,PRETTY HAPPY,Libra,Ballot a
22688,1988,814,Married,27,NO,PRETTY HAPPY,Libra,Ballot b
22689,1988,815,Married,20,YES,VERY HAPPY,Scorpio,Ballot c
22690,1988,816,Married,19,NO,PRETTY HAPPY,Cancer,Ballot b
22695,1988,821,Married,17,YES,VERY HAPPY,Capricorn,Ballot b
22696,1988,822,Married,24,NO,PRETTY HAPPY,Scorpio,Ballot a
22698,1988,824,Married,16,YES,VERY HAPPY,Capricorn,Ballot c
22699,1988,825,Married,24,NO,VERY HAPPY,Pisces,Ballot c
22705,1988,831,Married,19,YES,VERY HAPPY,Cancer,Ballot c
22710,1988,836,Married,14,YES,PRETTY HAPPY,Scorpio,Ballot a
22713,1988,839,Married,19,NO,VERY HAPPY,Libra,Ballot c
22716,1988,842,Married,20,NO,VERY HAPPY,Pisces,Ballot c
22718,1988,844,Married,18,NO,PRETTY HAPPY,Scorpio,Ballot a
22719,1988,845,Married,25,NO,VERY HAPPY,Aries,Ballot a
22721,1988,847,Married,18,YES,NOT TOO HAPPY,Taurus,Ballot a
22722,1988,848,Married,24,NO,PRETTY HAPPY,Capricorn,Ballot b
22723,1988,849,Married,22,NO,PRETTY HAPPY,Libra,Ballot a
22725,1988,851,Married,21,YES,VERY HAPPY,Sagittarius,Ballot c
22726,1988,852,Married,21,NO,PRETTY HAPPY,Scorpio,Ballot a
22727,1988,853,Married,23,NO,VERY HAPPY,Gemini,Ballot b
22728,1988,854,Married,27,NO,PRETTY HAPPY,Aquarius,Ballot c
22729,1988,855,Married,21,NO,VERY HAPPY,Capricorn,Ballot b
22730,1988,856,Married,22,NO,VERY HAPPY,Leo,Ballot b
22731,1988,857,Married,24,NO,VERY HAPPY,Aries,Ballot b
22732,1988,858,Married,23,NO,VERY HAPPY,Taurus,Ballot a
22733,1988,859,Married,23,NO,VERY HAPPY,Capricorn,Ballot b
22734,1988,860,Married,21,NO,VERY HAPPY,Aquarius,Ballot a
22739,1988,865,Married,18,YES,PRETTY HAPPY,Aries,Ballot c
22741,1988,867,Married,19,NO,VERY HAPPY,Libra,Ballot b
22743,1988,869,Married,20,NO,PRETTY HAPPY,Capricorn,Ballot c
22744,1988,870,Married,21,NO,VERY HAPPY,Gemini,Ballot b
22745,1988,871,Married,20,NO,PRETTY HAPPY,Taurus,Ballot b
22748,1988,874,Married,23,NO,PRETTY HAPPY,Libra,Ballot a
22749,1988,875,Married,38,NO,PRETTY HAPPY,Taurus,Ballot c
22750,1988,876,Married,20,NO,VERY HAPPY,Leo,Ballot c
22751,1988,877,Married,20,NO,PRETTY HAPPY,Capricorn,Ballot a
22752,1988,878,Married,19,NO,VERY HAPPY,Sagittarius,Ballot a
22753,1988,879,Married,26,NO,PRETTY HAPPY,Libra,Ballot c
22754,1988,880,Married,21,NO,VERY HAPPY,Sagittarius,Ballot c
22755,1988,881,Married,18,NO,VERY HAPPY,Taurus,Ballot b
22757,1988,883,Married,20,NO,PRETTY HAPPY,Virgo,Ballot b
22759,1988,885,Married,29,NO,VERY HAPPY,Cancer,Ballot b
22763,1988,889,Married,16,NO,PRETTY HAPPY,Leo,Ballot c
22766,1988,892,Married,22,NO,PRETTY HAPPY,Aries,Ballot c
22768,1988,894,Married,20,NO,PRETTY HAPPY,Virgo,Ballot b
22769,1988,895,Married,18,YES,PRETTY HAPPY,Virgo,Ballot b
22770,1988,896,Married,18,NO,VERY HAPPY,Libra,Ballot a
22771,1988,897,Married,21,NO,VERY HAPPY,Leo,Ballot a
22778,1988,904,Married,17,NO,VERY HAPPY,Pisces,Ballot c
22779,1988,905,Married,18,NO,VERY HAPPY,Leo,Ballot c
22784,1988,910,Married,24,NO,VERY HAPPY,Aquarius,Ballot b
22787,1988,913,Married,22,NO,VERY HAPPY,Aquarius,Ballot b
22792,1988,918,Married,20,NO,PRETTY HAPPY,Leo,Ballot c
22793,1988,919,Married,22,NO,VERY HAPPY,Pisces,Ballot c
22794,1988,920,Married,23,NO,VERY HAPPY,Scorpio,Ballot b
22795,1988,921,Married,30,YES,VERY HAPPY,Sagittarius,Ballot b
22796,1988,922,Married,22,NO,VERY HAPPY,Aquarius,Ballot c
22797,1988,923,Married,21,NO,VERY HAPPY,Aries,Ballot a
22798,1988,924,Married,19,YES,VERY HAPPY,Pisces,Ballot a
22800,1988,926,Married,19,YES,PRETTY HAPPY,Taurus,Ballot b
22801,1988,927,Married,27,NO,VERY HAPPY,Taurus,Ballot b
22803,1988,929,Married,25,NO,PRETTY HAPPY,Aries,Ballot b
22804,1988,930,Married,25,NO,VERY HAPPY,Pisces,Ballot c
22805,1988,931,Married,21,NO,VERY HAPPY,Gemini,Ballot c
22806,1988,932,Married,23,NO,VERY HAPPY,Virgo,Ballot a
22807,1988,933,Married,21,NO,VERY HAPPY,Capricorn,Ballot b
22808,1988,934,Married,24,NO,VERY HAPPY,Capricorn,Ballot b
22809,1988,935,Married,27,NO,PRETTY HAPPY,Virgo,Ballot b
22810,1988,936,Married,21,NO,VERY HAPPY,Scorpio,Ballot a
22811,1988,937,Married,18,NO,PRETTY HAPPY,Libra,Ballot a
22815,1988,941,Married,37,NO,VERY HAPPY,Libra,Ballot b
22816,1988,942,Married,32,NO,VERY HAPPY,Gemini,Ballot c
22817,1988,943,Married,18,NO,VERY HAPPY,Pisces,Ballot a
22823,1988,949,Married,22,NO,PRETTY HAPPY,Sagittarius,Ballot b
22824,1988,950,Married,23,NO,VERY HAPPY,Capricorn,Ballot c
22829,1988,955,Married,26,NO,VERY HAPPY,Gemini,Ballot c
22831,1988,957,Married,22,NO,PRETTY HAPPY,Virgo,Ballot b
22832,1988,958,Married,21,NO,NOT TOO HAPPY,Libra,Ballot a
22833,1988,959,Married,21,YES,VERY HAPPY,Libra,Ballot a
22834,1988,960,Married,19,NO,VERY HAPPY,Libra,Ballot a
22835,1988,961,Married,40,NO,VERY HAPPY,Cancer,Ballot c
22837,1988,963,Married,18,NO,VERY HAPPY,Taurus,Ballot b
22838,1988,964,Married,20,YES,VERY HAPPY,Leo,Ballot c
22840,1988,966,Married,24,NO,VERY HAPPY,Aquarius,Ballot b
22841,1988,967,Married,18,NO,VERY HAPPY,Scorpio,Ballot c
22849,1988,975,Married,20,NO,VERY HAPPY,Aquarius,Ballot b
22853,1988,979,Married,23,YES,PRETTY HAPPY,Gemini,Ballot b
22854,1988,980,Married,28,YES,VERY HAPPY,Taurus,Ballot b
22859,1988,985,Married,22,NO,PRETTY HAPPY,Libra,Ballot a
22860,1988,986,Married,23,NO,VERY HAPPY,Virgo,Ballot a
22861,1988,987,Married,27,NO,PRETTY HAPPY,Leo,Ballot b
22862,1988,988,Married,24,NO,VERY HAPPY,Aquarius,Ballot b
22865,1988,991,Married,21,NO,PRETTY HAPPY,Pisces,Ballot a
22866,1988,992,Married,21,NO,PRETTY HAPPY,Leo,Ballot a
22867,1988,993,Married,26,NO,PRETTY HAPPY,Sagittarius,Ballot c
22868,1988,994,Married,25,NO,PRETTY HAPPY,Taurus,Ballot b
22869,1988,995,Married,27,NO,PRETTY HAPPY,Libra,Ballot b
22871,1988,997,Married,32,NO,PRETTY HAPPY,Cancer,Ballot a
22875,1988,1001,Married,29,YES,NOT TOO HAPPY,Cancer,Ballot b
22877,1988,1003,Married,26,NO,VERY HAPPY,Virgo,Ballot c
22878,1988,1004,Married,20,NO,VERY HAPPY,Pisces,Ballot b
22879,1988,1005,Married,22,NO,PRETTY HAPPY,Leo,Ballot c
22881,1988,1007,Married,21,YES,PRETTY HAPPY,Pisces,Ballot a
22888,1988,1014,Married,21,YES,VERY HAPPY,Scorpio,Ballot b
22890,1988,1016,Married,20,YES,VERY HAPPY,Capricorn,Ballot a
22891,1988,1017,Married,25,NO,PRETTY HAPPY,Capricorn,Ballot c
22892,1988,1018,Married,19,NO,VERY HAPPY,Cancer,Ballot b
22896,1988,1022,Married,25,NO,VERY HAPPY,Libra,Ballot c
22901,1988,1027,Married,18,NO,PRETTY HAPPY,Virgo,Ballot c
22902,1988,1028,Married,20,YES,VERY HAPPY,Leo,Ballot a
22903,1988,1029,Married,22,NO,VERY HAPPY,Pisces,Ballot a
22904,1988,1030,Married,23,NO,PRETTY HAPPY,Gemini,Ballot a
22905,1988,1031,Married,21,NO,VERY HAPPY,Pisces,Ballot b
22906,1988,1032,Married,25,NO,PRETTY HAPPY,Taurus,Ballot c
22907,1988,1033,Married,19,NO,VERY HAPPY,Leo,Ballot c
22910,1988,1036,Married,18,YES,PRETTY HAPPY,Pisces,Ballot c
22912,1988,1038,Married,23,YES,VERY HAPPY,Libra,Ballot b
22914,1988,1040,Married,19,NO,VERY HAPPY,Gemini,Ballot b
22916,1988,1042,Married,27,YES,PRETTY HAPPY,Aquarius,Ballot a
22923,1988,1049,Married,20,YES,VERY HAPPY,Cancer,Ballot a
22925,1988,1051,Married,25,NO,PRETTY HAPPY,Aquarius,Ballot b
22926,1988,1052,Married,21,NO,PRETTY HAPPY,Scorpio,Ballot a
22927,1988,1053,Married,30,NO,VERY HAPPY,Sagittarius,Ballot c
22928,1988,1054,Married,18,NO,VERY HAPPY,Leo,Ballot c
22931,1988,1057,Married,21,YES,VERY HAPPY,Cancer,Ballot c
22933,1988,1059,Married,27,NO,VERY HAPPY,Cancer,Ballot b
22934,1988,1060,Married,18,YES,PRETTY HAPPY,Cancer,Ballot c
22936,1988,1062,Married,23,NO,PRETTY HAPPY,Scorpio,Ballot b
22937,1988,1063,Married,21,NO,PRETTY HAPPY,Taurus,Ballot a
22939,1988,1065,Married,17,YES,PRETTY HAPPY,Libra,Ballot c
22940,1988,1066,Married,18,YES,VERY HAPPY,Pisces,Ballot a
22946,1988,1072,Married,28,NO,VERY HAPPY,Libra,Ballot c
22947,1988,1073,Married,18,NO,VERY HAPPY,Aquarius,Ballot a
22949,1988,1075,Married,20,NO,VERY HAPPY,Libra,Ballot b
22951,1988,1077,Married,25,NO,PRETTY HAPPY,Scorpio,Ballot c
22953,1988,1079,Married,27,NO,PRETTY HAPPY,Scorpio,Ballot c
22955,1988,1081,Married,23,NO,VERY HAPPY,Virgo,Ballot b
22956,1988,1082,Married,30,NO,PRETTY HAPPY,Pisces,Ballot c
22958,1988,1084,Married,17,NO,VERY HAPPY,Virgo,Ballot b
22959,1988,1085,Married,19,NO,VERY HAPPY,Virgo,Ballot b
22960,1988,1086,Married,21,NO,PRETTY HAPPY,Sagittarius,Ballot c
22961,1988,1087,Married,23,NO,VERY HAPPY,Taurus,Ballot a
22962,1988,1088,Married,21,NO,VERY HAPPY,Taurus,Ballot a
22963,1988,1089,Married,21,NO,VERY HAPPY,Taurus,Ballot c
22964,1988,1090,Married,23,NO,VERY HAPPY,Pisces,Ballot b
22965,1988,1091,Married,26,NO,PRETTY HAPPY,Taurus,Ballot b
22966,1988,1092,Married,28,NO,PRETTY HAPPY,Capricorn,Ballot b
22967,1988,1093,Married,22,NO,PRETTY HAPPY,Gemini,Ballot b
22968,1988,1094,Married,19,NO,VERY HAPPY,Gemini,Ballot a
22969,1988,1095,Married,23,YES,VERY HAPPY,Virgo,Ballot c
22970,1988,1096,Married,24,NO,PRETTY HAPPY,Gemini,Ballot b
22973,1988,1099,Married,23,NO,VERY HAPPY,Virgo,Ballot c
22974,1988,1100,Married,30,NO,VERY HAPPY,Scorpio,Ballot b
22976,1988,1102,Married,20,NO,VERY HAPPY,Capricorn,Ballot a
22977,1988,1103,Married,22,NO,PRETTY HAPPY,Aries,Ballot a
22979,1988,1105,Married,20,NO,VERY HAPPY,Leo,Ballot b
22980,1988,1106,Married,23,NO,PRETTY HAPPY,Gemini,Ballot c
22981,1988,1107,Married,17,NO,VERY HAPPY,Gemini,Ballot c
22984,1988,1110,Married,18,YES,VERY HAPPY,Scorpio,Ballot c
22985,1988,1111,Married,27,YES,VERY HAPPY,Cancer,Ballot b
22987,1988,1113,Married,24,NO,VERY HAPPY,Aries,Ballot a
22989,1988,1115,Married,23,NO,VERY HAPPY,Leo,Ballot a
22990,1988,1116,Married,18,NO,VERY HAPPY,Gemini,Ballot c
22991,1988,1117,Married,18,NO,VERY HAPPY,Capricorn,Ballot c
22992,1988,1118,Married,21,NO,VERY HAPPY,Gemini,Ballot a
22993,1988,1119,Married,19,NO,PRETTY HAPPY,Scorpio,Ballot b
22994,1988,1120,Married,23,NO,PRETTY HAPPY,Aries,Ballot a
22995,1988,1121,Married,22,YES,PRETTY HAPPY,Sagittarius,Ballot b
22999,1988,1125,Married,21,NO,NOT TOO HAPPY,Virgo,Ballot b
23000,1988,1126,Married,22,NO,PRETTY HAPPY,Aries,Ballot b
23001,1988,1127,Married,23,NO,PRETTY HAPPY,Libra,Ballot c
23002,1988,1128,Married,23,NO,VERY HAPPY,Capricorn,Ballot c
23003,1988,1129,Married,26,NO,VERY HAPPY,Taurus,Ballot a
23004,1988,1130,Married,21,NO,VERY HAPPY,Aries,Ballot b
23005,1988,1131,Married,20,NO,PRETTY HAPPY,Pisces,Ballot a
23006,1988,1132,Married,26,NO,VERY HAPPY,Sagittarius,Ballot a
23007,1988,1133,Married,28,NO,PRETTY HAPPY,Leo,Ballot c
23010,1988,1136,Married,22,NO,VERY HAPPY,Leo,Ballot c
23011,1988,1137,Married,34,NO,VERY HAPPY,Taurus,Ballot c
23012,1988,1138,Married,25,NO,VERY HAPPY,Cancer,Ballot a
23013,1988,1139,Married,21,NO,VERY HAPPY,Gemini,Ballot a
23014,1988,1140,Married,26,NO,VERY HAPPY,Pisces,Ballot c
23015,1988,1141,Married,23,NO,PRETTY HAPPY,Virgo,Ballot a
23017,1988,1143,Married,20,NO,PRETTY HAPPY,Aquarius,Ballot a
23018,1988,1144,Married,24,NO,PRETTY HAPPY,Taurus,Ballot c
23021,1988,1147,Married,21,NO,VERY HAPPY,Capricorn,Ballot a
23023,1988,1149,Married,19,NO,VERY HAPPY,Cancer,Ballot a
23027,1988,1153,Married,20,YES,VERY HAPPY,Libra,Ballot a
23029,1988,1155,Married,19,YES,VERY HAPPY,Gemini,Ballot b
23036,1988,1162,Married,23,NO,VERY HAPPY,Scorpio,Ballot a
23037,1988,1163,Married,18,NO,PRETTY HAPPY,Virgo,Ballot b
23038,1988,1164,Married,33,NO,PRETTY HAPPY,Aries,Ballot c
23039,1988,1165,Married,17,NO,VERY HAPPY,Taurus,Ballot b
23040,1988,1166,Married,26,NO,VERY HAPPY,Virgo,Ballot c
23042,1988,1168,Married,18,NO,VERY HAPPY,Gemini,Ballot a
23043,1988,1169,Married,23,NO,PRETTY HAPPY,Scorpio,Ballot b
23044,1988,1170,Married,26,NO,VERY HAPPY,Taurus,Ballot b
23046,1988,1172,Married,21,NO,VERY HAPPY,Leo,Ballot b
23048,1988,1174,Married,18,NO,VERY HAPPY,Scorpio,Ballot a
23049,1988,1175,Married,27,NO,VERY HAPPY,Leo,Ballot b
23050,1988,1176,Married,21,YES,VERY HAPPY,Libra,Ballot c
23052,1988,1178,Married,16,NO,PRETTY HAPPY,Gemini,Ballot b
23053,1988,1179,Married,20,NO,PRETTY HAPPY,Gemini,Ballot c
23054,1988,1180,Married,24,NO,PRETTY HAPPY,Virgo,Ballot a
23055,1988,1181,Married,21,NO,VERY HAPPY,Scorpio,Ballot a
23056,1988,1182,Married,26,NO,VERY HAPPY,Leo,Ballot b
23057,1988,1183,Married,23,NO,VERY HAPPY,Scorpio,Ballot a
23059,1988,1185,Married,21,NO,VERY HAPPY,Aquarius,Ballot b
23060,1988,1186,Married,22,NO,PRETTY HAPPY,Libra,Ballot c
23061,1988,1187,Married,21,NO,PRETTY HAPPY,Leo,Ballot c
23063,1988,1189,Married,20,NO,VERY HAPPY,Gemini,Ballot b
23064,1988,1190,Married,26,NO,VERY HAPPY,Aquarius,Ballot a
23066,1988,1192,Married,21,NO,PRETTY HAPPY,Libra,Ballot a
23067,1988,1193,Married,34,NO,VERY HAPPY,Leo,Ballot b
23068,1988,1194,Married,25,NO,PRETTY HAPPY,Leo,Ballot a
23069,1988,1195,Married,25,NO,PRETTY HAPPY,Leo,Ballot a
23073,1988,1199,Married,25,NO,VERY HAPPY,Aries,Ballot a
23074,1988,1200,Married,31,NO,PRETTY HAPPY,Capricorn,Ballot c
23075,1988,1201,Married,20,NO,VERY HAPPY,Aries,Ballot c
23077,1988,1203,Married,19,NO,PRETTY HAPPY,Aquarius,Ballot b
23079,1988,1205,Married,33,NO,PRETTY HAPPY,Taurus,Ballot b
23081,1988,1207,Married,35,NO,VERY HAPPY,Virgo,Ballot b
23082,1988,1208,Married,24,NO,PRETTY HAPPY,Scorpio,Ballot c
23083,1988,1209,Married,17,NO,VERY HAPPY,Leo,Ballot c
23087,1988,1213,Married,30,NO,VERY HAPPY,Virgo,Ballot b
23088,1988,1214,Married,39,NO,VERY HAPPY,Virgo,Ballot c
23089,1988,1215,Married,23,NO,VERY HAPPY,Gemini,Ballot b
23090,1988,1216,Married,20,NO,PRETTY HAPPY,Libra,Ballot b
23091,1988,1217,Married,24,NO,VERY HAPPY,Aries,Ballot a
23092,1988,1218,Married,20,YES,VERY HAPPY,Leo,Ballot a
23093,1988,1219,Married,19,NO,VERY HAPPY,Taurus,Ballot b
23094,1988,1220,Married,20,NO,VERY HAPPY,Virgo,Ballot c
23095,1988,1221,Married,24,NO,PRETTY HAPPY,Leo,Ballot a
23098,1988,1224,Married,22,NO,VERY HAPPY,Scorpio,Ballot c
23101,1988,1227,Married,26,NO,PRETTY HAPPY,Aquarius,Ballot a
23102,1988,1228,Married,21,NO,NOT TOO HAPPY,Pisces,Ballot b
23105,1988,1231,Married,18,NO,VERY HAPPY,Leo,Ballot c
23106,1988,1232,Married,20,NO,PRETTY HAPPY,Taurus,Ballot b
23111,1988,1237,Married,19,NO,VERY HAPPY,Aquarius,Ballot a
23113,1988,1239,Married,28,NO,VERY HAPPY,Libra,Ballot a
23115,1988,1241,Married,20,NO,VERY HAPPY,Gemini,Ballot c
23119,1988,1245,Married,24,NO,VERY HAPPY,Aquarius,Ballot b
23120,1988,1246,Married,26,NO,VERY HAPPY,Scorpio,Ballot a
23124,1988,1250,Married,18,YES,VERY HAPPY,Taurus,Ballot c
23125,1988,1251,Married,24,YES,VERY HAPPY,Sagittarius,Ballot b
23127,1988,1253,Married,21,NO,PRETTY HAPPY,Capricorn,Ballot c
23128,1988,1254,Married,28,NO,VERY HAPPY,Cancer,Ballot b
23132,1988,1258,Married,21,NO,PRETTY HAPPY,Aquarius,Ballot b
23133,1988,1259,Married,35,NO,VERY HAPPY,Aries,Ballot c
23136,1988,1262,Married,19,NO,PRETTY HAPPY,Aries,Ballot b
23137,1988,1263,Married,24,NO,VERY HAPPY,Capricorn,Ballot a
23139,1988,1265,Married,20,NO,VERY HAPPY,Virgo,Ballot c
23141,1988,1267,Married,21,NO,VERY HAPPY,Libra,Ballot b
23142,1988,1268,Married,27,NO,VERY HAPPY,Libra,Ballot b
23143,1988,1269,Married,22,NO,VERY HAPPY,Cancer,Ballot c
23145,1988,1271,Married,20,NO,PRETTY HAPPY,Leo,Ballot c
23152,1988,1278,Married,20,NO,PRETTY HAPPY,Leo,Ballot a
23154,1988,1280,Married,18,YES,VERY HAPPY,Aquarius,Ballot b
23160,1988,1286,Married,19,NO,VERY HAPPY,Sagittarius,Ballot c
23161,1988,1287,Married,20,NO,PRETTY HAPPY,Scorpio,Ballot c
23162,1988,1288,Married,17,NO,VERY HAPPY,Leo,Ballot c
23163,1988,1289,Married,26,NO,VERY HAPPY,Libra,Ballot a
23164,1988,1290,Married,25,NO,VERY HAPPY,Virgo,Ballot b
23165,1988,1291,Married,23,NO,PRETTY HAPPY,Cancer,Ballot a
23166,1988,1292,Married,20,NO,PRETTY HAPPY,Aries,Ballot a
23167,1988,1293,Married,21,NO,PRETTY HAPPY,Capricorn,Ballot a
23168,1988,1294,Married,27,NO,VERY HAPPY,Taurus,Ballot c
23179,1988,1305,Married,18,NO,VERY HAPPY,Pisces,Ballot c
23180,1988,1306,Married,19,YES,VERY HAPPY,Aquarius,Ballot a
23181,1988,1307,Married,17,NO,VERY HAPPY,Cancer,Ballot c
23183,1988,1309,Married,26,YES,VERY HAPPY,Libra,Ballot c
23184,1988,1310,Married,20,NO,VERY HAPPY,Capricorn,Ballot b
23185,1988,1311,Married,25,YES,VERY HAPPY,Aries,Ballot b
23190,1988,1316,Married,21,NO,PRETTY HAPPY,Pisces,Ballot a
23191,1988,1317,Married,18,NO,VERY HAPPY,Cancer,Ballot a
23193,1988,1319,Married,18,NO,PRETTY HAPPY,Sagittarius,Ballot a
23194,1988,1320,Married,18,YES,VERY HAPPY,Aquarius,Ballot b
23195,1988,1321,Married,41,NO,VERY HAPPY,Gemini,Ballot a
23196,1988,1322,Married,17,YES,PRETTY HAPPY,Leo,Ballot c
23197,1988,1323,Married,21,NO,VERY HAPPY,Libra,Ballot b
23198,1988,1324,Married,19,NO,VERY HAPPY,Aries,Ballot b
23199,1988,1325,Married,16,NO,NOT TOO HAPPY,Libra,Ballot b
23200,1988,1326,Married,20,NO,NOT TOO HAPPY,Pisces,Ballot c
23201,1988,1327,Married,17,YES,PRETTY HAPPY,Capricorn,Ballot a
23202,1988,1328,Married,18,NO,VERY HAPPY,Gemini,Ballot a
23203,1988,1329,Married,21,NO,VERY HAPPY,Aquarius,Ballot c
23204,1988,1330,Married,18,NO,VERY HAPPY,Leo,Ballot c
23205,1988,1331,Married,17,NO,VERY HAPPY,Aries,Ballot c
23206,1988,1332,Married,25,NO,VERY HAPPY,Leo,Ballot b
23207,1988,1333,Married,24,YES,VERY HAPPY,Libra,Ballot b
23208,1988,1334,Married,21,NO,VERY HAPPY,Pisces,Ballot a
23210,1988,1336,Married,18,NO,VERY HAPPY,Virgo,Ballot c
23215,1988,1341,Married,25,NO,PRETTY HAPPY,Taurus,Ballot a
23216,1988,1342,Married,26,YES,VERY HAPPY,Libra,Ballot b
23217,1988,1343,Married,18,NO,VERY HAPPY,Cancer,Ballot a
23218,1988,1344,Married,17,NO,VERY HAPPY,Virgo,Ballot a
23219,1988,1345,Married,24,NO,VERY HAPPY,Cancer,Ballot b
23221,1988,1347,Married,17,NO,PRETTY HAPPY,Scorpio,Ballot b
23222,1988,1348,Married,26,NO,NOT TOO HAPPY,Virgo,Ballot b
23224,1988,1350,Married,24,NO,VERY HAPPY,Sagittarius,Ballot b
23225,1988,1351,Married,18,NO,VERY HAPPY,Virgo,Ballot a
23226,1988,1352,Married,20,YES,VERY HAPPY,Aries,Ballot b
23227,1988,1353,Married,27,NO,VERY HAPPY,Aquarius,Ballot c
23230,1988,1356,Married,22,NO,VERY HAPPY,Pisces,Ballot a
23231,1988,1357,Married,23,NO,PRETTY HAPPY,Capricorn,Ballot a
23233,1988,1359,Married,24,NO,PRETTY HAPPY,Aries,Ballot b
23234,1988,1360,Married,19,YES,VERY HAPPY,Aries,Ballot b
23235,1988,1361,Married,25,NO,VERY HAPPY,Libra,Ballot b
23237,1988,1363,Married,24,NO,VERY HAPPY,Aries,Ballot c
23238,1988,1364,Married,19,NO,VERY HAPPY,Pisces,Ballot c
23241,1988,1367,Married,16,NO,VERY HAPPY,Leo,Ballot c
23243,1988,1369,Married,21,NO,VERY HAPPY,Pisces,Ballot a
23244,1988,1370,Married,16,NO,PRETTY HAPPY,Aries,Ballot b
23247,1988,1373,Married,18,YES,PRETTY HAPPY,Taurus,Ballot b
23248,1988,1374,Married,17,NO,PRETTY HAPPY,Pisces,Ballot a
23249,1988,1375,Married,18,YES,VERY HAPPY,Scorpio,Ballot b
23250,1988,1376,Married,19,YES,PRETTY HAPPY,Gemini,Ballot c
23252,1988,1378,Married,16,NO,PRETTY HAPPY,Leo,Ballot a
23253,1988,1379,Married,19,YES,PRETTY HAPPY,Cancer,Ballot a
23254,1988,1380,Married,23,NO,VERY HAPPY,Pisces,Ballot a
23257,1988,1383,Married,29,NO,VERY HAPPY,Aquarius,Ballot a
23258,1988,1384,Married,17,YES,PRETTY HAPPY,Aquarius,Ballot a
23259,1988,1385,Married,19,NO,PRETTY HAPPY,Aries,Ballot b
23262,1988,1388,Married,24,YES,PRETTY HAPPY,Capricorn,Ballot b
23263,1988,1389,Married,18,NO,PRETTY HAPPY,Cancer,Ballot a
23269,1988,1395,Married,22,NO,VERY HAPPY,Libra,Ballot a
23275,1988,1401,Married,24,NO,PRETTY HAPPY,Leo,Ballot c
23280,1988,1406,Married,32,NO,VERY HAPPY,Sagittarius,Ballot b
23282,1988,1408,Married,22,YES,PRETTY HAPPY,Taurus,Ballot a
23284,1988,1410,Married,23,NO,PRETTY HAPPY,Capricorn,Ballot a
23286,1988,1412,Married,18,NO,PRETTY HAPPY,Pisces,Ballot a
23287,1988,1413,Married,27,NO,PRETTY HAPPY,Taurus,Ballot a
23288,1988,1414,Married,18,NO,PRETTY HAPPY,Taurus,Ballot c
23290,1988,1416,Married,27,NO,VERY HAPPY,Aries,Ballot c
23291,1988,1417,Married,18,NO,VERY HAPPY,Gemini,Ballot a
23292,1988,1418,Married,18,NO,PRETTY HAPPY,Gemini,Ballot b
23296,1988,1422,Married,26,YES,VERY HAPPY,Capricorn,Ballot b
23297,1988,1423,Married,20,NO,PRETTY HAPPY,Taurus,Ballot b
23299,1988,1425,Married,18,NO,VERY HAPPY,Capricorn,Ballot c
