,year,id_,marital,agewed,divorce,hapmar,zodiac,ballot
28516,1993,735,Married,20,NO,NOT TOO HAPPY,Gemini,Ballot b
28519,1993,738,Married,22,NO,PRETTY HAPPY,Cancer,Ballot b
28520,1993,739,Married,19,NO,VERY HAPPY,Gemini,Ballot a
28522,1993,741,Married,20,NO,VERY HAPPY,Aries,Ballot a
28523,1993,742,Married,17,NO,PRETTY HAPPY,Pisces,Ballot a
28526,1993,745,Married,21,YES,VERY HAPPY,Sagittarius,Ballot a
28529,1993,748,Married,16,NO,VERY HAPPY,Aries,Ballot c
28536,1993,755,Married,27,NO,PRETTY HAPPY,Scorpio,Ballot a
28537,1993,756,Married,23,YES,PRETTY HAPPY,Aries,Ballot b
28542,1993,761,Married,19,YES,PRETTY HAPPY,Taurus,Ballot a
28546,1993,765,Married,22,YES,VERY HAPPY,Aries,Ballot b
28548,1993,767,Married,19,YES,PRETTY HAPPY,Capricorn,Ballot c
28549,1993,768,Married,20,NO,PRETTY HAPPY,Pisces,Ballot b
28550,1993,769,Married,27,NO,VERY HAPPY,Aquarius,Ballot a
28554,1993,773,Married,18,YES,VERY HAPPY,Cancer,Ballot c
28556,1993,775,Married,24,NO,VERY HAPPY,Capricorn,Ballot a
28558,1993,777,Married,20,YES,VERY HAPPY,Cancer,Ballot a
28560,1993,779,Married,18,NO,PRETTY HAPPY,Gemini,Ballot a
28561,1993,780,Married,20,NO,VERY HAPPY,Cancer,Ballot c
28563,1993,782,Married,22,NO,VERY HAPPY,Leo,Ballot b
28564,1993,783,Married,23,NO,VERY HAPPY,Taurus,Ballot a
28567,1993,786,Married,40,NO,VERY HAPPY,Leo,Ballot c
28568,1993,787,Married,17,NO,NOT TOO HAPPY,Cancer,Ballot c
28569,1993,788,Married,32,YES,PRETTY HAPPY,Virgo,Ballot b
28570,1993,789,Married,19,YES,VERY HAPPY,Virgo,Ballot c
28571,1993,790,Married,23,NO,VERY HAPPY,Sagittarius,Ballot b
28572,1993,791,Married,22,NO,VERY HAPPY,Virgo,Ballot a
28573,1993,792,Married,20,NO,VERY HAPPY,Taurus,Ballot c
28575,1993,794,Married,23,NO,VERY HAPPY,Leo,Ballot a
28576,1993,795,Married,22,NO,VERY HAPPY,Sagittarius,Ballot b
28580,1993,799,Married,16,NO,NOT TOO HAPPY,Cancer,Ballot c
28581,1993,800,Married,23,NO,PRETTY HAPPY,Taurus,Ballot c
28582,1993,801,Married,21,NO,VERY HAPPY,Taurus,Ballot c
28585,1993,804,Married,25,NO,VERY HAPPY,Aries,Ballot b
28590,1993,809,Married,24,NO,PRETTY HAPPY,Gemini,Ballot c
28591,1993,810,Married,28,NO,PRETTY HAPPY,Leo,Ballot b
28595,1993,814,Married,23,YES,VERY HAPPY,Scorpio,Ballot b
28596,1993,815,Married,36,NO,NOT TOO HAPPY,Aries,Ballot a
28599,1993,818,Married,20,NO,VERY HAPPY,Aquarius,Ballot b
28604,1993,823,Married,29,NO,VERY HAPPY,Aries,Ballot a
28605,1993,824,Married,27,NO,PRETTY HAPPY,Leo,Ballot a
28606,1993,825,Married,23,NO,PRETTY HAPPY,Libra,Ballot b
28607,1993,826,Married,30,NO,VERY HAPPY,Virgo,Ballot b
28609,1993,828,Married,30,NO,PRETTY HAPPY,Aquarius,Ballot b
28611,1993,830,Married,47,NO,VERY HAPPY,Scorpio,Ballot c
28613,1993,832,Married,25,NO,VERY HAPPY,Gemini,Ballot c
28614,1993,833,Married,24,NO,VERY HAPPY,Taurus,Ballot a
28615,1993,834,Married,24,NO,PRETTY HAPPY,Pisces,Ballot a
28616,1993,835,Married,25,NO,PRETTY HAPPY,Gemini,Ballot b
28617,1993,836,Married,19,NO,VERY HAPPY,Taurus,Ballot a
28618,1993,837,Married,19,NO,NOT TOO HAPPY,Capricorn,Ballot a
28619,1993,838,Married,28,NO,PRETTY HAPPY,Scorpio,Ballot b
28624,1993,843,Married,25,NO,PRETTY HAPPY,Libra,Ballot b
28629,1993,848,Married,26,NO,VERY HAPPY,Gemini,Ballot a
28630,1993,849,Married,32,NO,PRETTY HAPPY,Libra,Ballot a
28632,1993,851,Married,36,NO,PRETTY HAPPY,Aries,Ballot b
28635,1993,854,Married,21,NO,VERY HAPPY,Cancer,Ballot a
28638,1993,857,Married,24,NO,PRETTY HAPPY,Aries,Ballot b
28640,1993,859,Married,33,NO,VERY HAPPY,Pisces,Ballot c
28643,1993,862,Married,22,NO,PRETTY HAPPY,Aquarius,Ballot b
28644,1993,863,Married,36,NO,VERY HAPPY,Gemini,Ballot a
28646,1993,865,Married,23,NO,VERY HAPPY,Leo,Ballot a
28647,1993,866,Married,31,NO,PRETTY HAPPY,Gemini,Ballot c
28648,1993,867,Married,23,NO,PRETTY HAPPY,Aries,Ballot b
28649,1993,868,Married,20,NO,PRETTY HAPPY,Pisces,Ballot a
28650,1993,869,Married,21,NO,VERY HAPPY,Capricorn,Ballot c
28651,1993,870,Married,17,NO,PRETTY HAPPY,Leo,Ballot b
28652,1993,871,Married,24,NO,VERY HAPPY,Taurus,Ballot b
28655,1993,874,Married,26,NO,PRETTY HAPPY,Virgo,Ballot b
28658,1993,877,Married,28,NO,VERY HAPPY,Scorpio,Ballot b
28662,1993,881,Married,20,NO,PRETTY HAPPY,Pisces,Ballot a
28663,1993,882,Married,22,NO,PRETTY HAPPY,Scorpio,Ballot a
28664,1993,883,Married,19,YES,VERY HAPPY,Gemini,Ballot a
28666,1993,885,Married,16,YES,PRETTY HAPPY,Cancer,Ballot b
28667,1993,886,Married,29,NO,VERY HAPPY,Virgo,Ballot c
28671,1993,890,Married,20,NO,NOT TOO HAPPY,Libra,Ballot a
28673,1993,892,Married,21,YES,VERY HAPPY,Aries,Ballot a
28674,1993,893,Married,20,NO,VERY HAPPY,Pisces,Ballot c
28675,1993,894,Married,19,NO,VERY HAPPY,Scorpio,Ballot b
28676,1993,895,Married,24,NO,VERY HAPPY,Cancer,Ballot a
28677,1993,896,Married,25,NO,VERY HAPPY,Pisces,Ballot c
28678,1993,897,Married,29,NO,PRETTY HAPPY,Aquarius,Ballot b
28679,1993,898,Married,19,NO,VERY HAPPY,Libra,Ballot a
28680,1993,899,Married,26,NO,VERY HAPPY,Cancer,Ballot a
28681,1993,900,Married,19,NO,VERY HAPPY,Aries,Ballot c
28690,1993,909,Married,21,NO,VERY HAPPY,Libra,Ballot a
28693,1993,912,Married,22,YES,PRETTY HAPPY,Cancer,Ballot b
28694,1993,913,Married,19,NO,PRETTY HAPPY,Aquarius,Ballot a
28695,1993,914,Married,18,NO,PRETTY HAPPY,Scorpio,Ballot c
28696,1993,915,Married,23,NO,PRETTY HAPPY,Scorpio,Ballot c
28702,1993,921,Married,22,NO,VERY HAPPY,Gemini,Ballot b
28705,1993,924,Married,30,NO,PRETTY HAPPY,Libra,Ballot a
28707,1993,926,Married,24,NO,PRETTY HAPPY,Taurus,Ballot a
28708,1993,927,Married,20,NO,VERY HAPPY,Capricorn,Ballot b
28709,1993,928,Married,22,NO,VERY HAPPY,Pisces,Ballot b
28710,1993,929,Married,17,NO,VERY HAPPY,Gemini,Ballot a
28711,1993,930,Married,27,NO,VERY HAPPY,Virgo,Ballot b
28712,1993,931,Married,20,YES,NOT TOO HAPPY,Scorpio,Ballot a
28713,1993,932,Married,27,NO,VERY HAPPY,Taurus,Ballot a
28716,1993,935,Married,27,NO,VERY HAPPY,Gemini,Ballot b
28717,1993,936,Married,24,NO,VERY HAPPY,Pisces,Ballot c
28720,1993,939,Married,21,NO,PRETTY HAPPY,Capricorn,Ballot b
28723,1993,942,Married,24,NO,VERY HAPPY,Virgo,Ballot c
28724,1993,943,Married,19,YES,PRETTY HAPPY,Sagittarius,Ballot a
28725,1993,944,Married,22,NO,PRETTY HAPPY,Pisces,Ballot a
28727,1993,946,Married,22,YES,VERY HAPPY,Aries,Ballot b
28732,1993,951,Married,19,YES,VERY HAPPY,Aquarius,Ballot b
28733,1993,952,Married,27,NO,VERY HAPPY,Taurus,Ballot c
28734,1993,953,Married,21,NO,PRETTY HAPPY,Leo,Ballot c
28735,1993,954,Married,19,NO,VERY HAPPY,Virgo,Ballot a
28740,1993,959,Married,26,NO,PRETTY HAPPY,Aries,Ballot a
28743,1993,962,Married,22,NO,VERY HAPPY,Pisces,Ballot c
28744,1993,963,Married,26,NO,VERY HAPPY,Aries,Ballot b
28745,1993,964,Married,23,NO,PRETTY HAPPY,Taurus,Ballot c
28746,1993,965,Married,27,NO,VERY HAPPY,Scorpio,Ballot b
28749,1993,968,Married,18,NO,VERY HAPPY,Cancer,Ballot a
28751,1993,970,Married,27,NO,VERY HAPPY,Libra,Ballot c
28754,1993,973,Married,25,NO,PRETTY HAPPY,Cancer,Ballot b
28756,1993,975,Married,18,YES,PRETTY HAPPY,Sagittarius,Ballot c
28757,1993,976,Married,26,NO,VERY HAPPY,Pisces,Ballot c
28760,1993,979,Married,24,NO,VERY HAPPY,Pisces,Ballot a
28762,1993,981,Married,18,NO,PRETTY HAPPY,Taurus,Ballot c
28765,1993,984,Married,26,NO,PRETTY HAPPY,Sagittarius,Ballot a
28766,1993,985,Married,30,NO,PRETTY HAPPY,Gemini,Ballot c
28770,1993,989,Married,23,NO,VERY HAPPY,Sagittarius,Ballot b
28773,1993,992,Married,18,NO,PRETTY HAPPY,Virgo,Ballot a
28776,1993,995,Married,29,NO,VERY HAPPY,Gemini,Ballot a
28777,1993,996,Married,21,NO,VERY HAPPY,Leo,Ballot a
28778,1993,997,Married,22,NO,NOT TOO HAPPY,Cancer,Ballot b
28779,1993,998,Married,21,NO,VERY HAPPY,Capricorn,Ballot a
28782,1993,1001,Married,29,NO,VERY HAPPY,Cancer,Ballot b
28783,1993,1002,Married,21,NO,VERY HAPPY,Scorpio,Ballot b
28784,1993,1003,Married,26,NO,VERY HAPPY,Capricorn,Ballot b
28785,1993,1004,Married,23,YES,VERY HAPPY,Pisces,Ballot a
28786,1993,1005,Married,23,NO,VERY HAPPY,Cancer,Ballot b
28787,1993,1006,Married,25,NO,VERY HAPPY,Cancer,Ballot b
28788,1993,1007,Married,28,NO,VERY HAPPY,Taurus,Ballot a
28789,1993,1008,Married,27,NO,VERY HAPPY,Aquarius,Ballot c
28790,1993,1009,Married,21,YES,PRETTY HAPPY,Leo,Ballot c
28791,1993,1010,Married,22,NO,VERY HAPPY,Leo,Ballot c
28792,1993,1011,Married,21,NO,PRETTY HAPPY,Leo,Ballot b
28793,1993,1012,Married,23,NO,PRETTY HAPPY,Sagittarius,Ballot c
28795,1993,1014,Married,21,YES,PRETTY HAPPY,Sagittarius,Ballot c
28796,1993,1015,Married,16,NO,VERY HAPPY,Taurus,Ballot a
28797,1993,1016,Married,21,NO,VERY HAPPY,Pisces,Ballot a
28799,1993,1018,Married,28,NO,VERY HAPPY,Cancer,Ballot c
28802,1993,1021,Married,19,YES,PRETTY HAPPY,Leo,Ballot a
28804,1993,1023,Married,19,NO,PRETTY HAPPY,Cancer,Ballot c
28805,1993,1024,Married,29,NO,PRETTY HAPPY,Libra,Ballot a
28806,1993,1025,Married,19,NO,VERY HAPPY,Pisces,Ballot b
28807,1993,1026,Married,24,NO,VERY HAPPY,Sagittarius,Ballot c
28808,1993,1027,Married,21,NO,VERY HAPPY,Sagittarius,Ballot b
28809,1993,1028,Married,23,NO,PRETTY HAPPY,Leo,Ballot b
28810,1993,1029,Married,18,YES,PRETTY HAPPY,Aries,Ballot a
28812,1993,1031,Married,22,NO,VERY HAPPY,Pisces,Ballot b
28813,1993,1032,Married,18,YES,VERY HAPPY,Aries,Ballot c
28815,1993,1034,Married,26,NO,VERY HAPPY,Cancer,Ballot c
28816,1993,1035,Married,27,NO,VERY HAPPY,Capricorn,Ballot c
28817,1993,1036,Married,18,YES,PRETTY HAPPY,Leo,Ballot a
28818,1993,1037,Married,19,NO,PRETTY HAPPY,Aquarius,Ballot a
28819,1993,1038,Married,21,YES,PRETTY HAPPY,Taurus,Ballot b
28824,1993,1043,Married,31,NO,PRETTY HAPPY,Scorpio,Ballot a
28827,1993,1046,Married,33,NO,VERY HAPPY,Aries,Ballot c
28828,1993,1047,Married,23,NO,VERY HAPPY,Scorpio,Ballot c
28829,1993,1048,Married,21,NO,PRETTY HAPPY,Aries,Ballot b
28830,1993,1049,Married,20,NO,VERY HAPPY,Cancer,Ballot a
28832,1993,1051,Married,21,NO,NOT TOO HAPPY,Taurus,Ballot c
28833,1993,1052,Married,23,NO,VERY HAPPY,Gemini,Ballot b
28834,1993,1053,Married,25,NO,VERY HAPPY,Cancer,Ballot a
28835,1993,1054,Married,25,NO,VERY HAPPY,Aquarius,Ballot b
28836,1993,1055,Married,26,NO,VERY HAPPY,Gemini,Ballot a
28837,1993,1056,Married,27,NO,VERY HAPPY,Scorpio,Ballot b
28838,1993,1057,Married,23,YES,VERY HAPPY,Cancer,Ballot c
28839,1993,1058,Married,21,NO,PRETTY HAPPY,Cancer,Ballot c
28840,1993,1059,Married,20,YES,VERY HAPPY,Virgo,Ballot c
28844,1993,1063,Married,20,NO,NOT TOO HAPPY,Gemini,Ballot b
28846,1993,1065,Married,25,YES,VERY HAPPY,Cancer,Ballot a
28850,1993,1069,Married,22,NO,VERY HAPPY,Taurus,Ballot b
28852,1993,1071,Married,20,NO,PRETTY HAPPY,Gemini,Ballot a
28858,1993,1077,Married,21,NO,VERY HAPPY,Gemini,Ballot b
28859,1993,1078,Married,28,NO,PRETTY HAPPY,Virgo,Ballot a
28860,1993,1079,Married,25,NO,VERY HAPPY,Gemini,Ballot a
28861,1993,1080,Married,33,NO,NOT TOO HAPPY,Aquarius,Ballot b
28862,1993,1081,Married,25,NO,VERY HAPPY,Pisces,Ballot c
28863,1993,1082,Married,20,NO,VERY HAPPY,Cancer,Ballot b
28864,1993,1083,Married,20,NO,VERY HAPPY,Sagittarius,Ballot c
28865,1993,1084,Married,27,NO,PRETTY HAPPY,Cancer,Ballot a
28866,1993,1085,Married,21,NO,VERY HAPPY,Scorpio,Ballot b
28868,1993,1087,Married,24,NO,VERY HAPPY,Virgo,Ballot b
28872,1993,1091,Married,26,NO,PRETTY HAPPY,Cancer,Ballot c
28873,1993,1092,Married,18,NO,PRETTY HAPPY,Virgo,Ballot c
28874,1993,1093,Married,22,NO,VERY HAPPY,Cancer,Ballot c
28876,1993,1095,Married,25,NO,VERY HAPPY,Pisces,Ballot b
28880,1993,1099,Married,36,NO,PRETTY HAPPY,Pisces,Ballot a
28882,1993,1101,Married,31,NO,PRETTY HAPPY,Virgo,Ballot c
28884,1993,1103,Married,21,NO,PRETTY HAPPY,Gemini,Ballot b
28885,1993,1104,Married,25,NO,PRETTY HAPPY,Pisces,Ballot b
28888,1993,1107,Married,19,YES,VERY HAPPY,Pisces,Ballot b
28889,1993,1108,Married,18,NO,PRETTY HAPPY,Aquarius,Ballot b
28890,1993,1109,Married,20,NO,NOT TOO HAPPY,Pisces,Ballot b
28891,1993,1110,Married,21,NO,VERY HAPPY,Aquarius,Ballot c
28896,1993,1115,Married,20,NO,PRETTY HAPPY,Virgo,Ballot b
28897,1993,1116,Married,21,YES,PRETTY HAPPY,Cancer,Ballot c
28901,1993,1120,Married,22,NO,PRETTY HAPPY,Aquarius,Ballot c
28902,1993,1121,Married,19,YES,VERY HAPPY,Aries,Ballot b
28903,1993,1122,Married,17,NO,VERY HAPPY,Libra,Ballot c
28907,1993,1126,Married,26,NO,VERY HAPPY,Gemini,Ballot a
28910,1993,1129,Married,32,NO,VERY HAPPY,Taurus,Ballot c
28912,1993,1131,Married,30,YES,VERY HAPPY,Leo,Ballot b
28913,1993,1132,Married,18,NO,VERY HAPPY,Taurus,Ballot b
28914,1993,1133,Married,28,NO,VERY HAPPY,Taurus,Ballot c
28915,1993,1134,Married,20,NO,VERY HAPPY,Cancer,Ballot b
28920,1993,1139,Married,25,NO,PRETTY HAPPY,Scorpio,Ballot a
28922,1993,1141,Married,27,NO,PRETTY HAPPY,Virgo,Ballot a
28924,1993,1143,Married,22,NO,VERY HAPPY,Sagittarius,Ballot a
28925,1993,1144,Married,21,NO,PRETTY HAPPY,Leo,Ballot b
28926,1993,1145,Married,23,NO,PRETTY HAPPY,Pisces,Ballot c
28927,1993,1146,Married,20,NO,PRETTY HAPPY,Taurus,Ballot a
28929,1993,1148,Married,18,NO,VERY HAPPY,Cancer,Ballot a
28930,1993,1149,Married,16,NO,PRETTY HAPPY,Aries,Ballot c
28931,1993,1150,Married,19,NO,VERY HAPPY,Cancer,Ballot a
28934,1993,1153,Married,27,NO,VERY HAPPY,Libra,Ballot a
28938,1993,1157,Married,27,NO,VERY HAPPY,Aries,Ballot c
28940,1993,1159,Married,21,NO,VERY HAPPY,Sagittarius,Ballot b
28948,1993,1167,Married,26,NO,VERY HAPPY,Aquarius,Ballot a
28949,1993,1168,Married,21,YES,PRETTY HAPPY,Libra,Ballot c
28951,1993,1170,Married,17,NO,VERY HAPPY,Aries,Ballot c
28959,1993,1178,Married,18,NO,VERY HAPPY,Aries,Ballot c
28961,1993,1180,Married,18,NO,PRETTY HAPPY,Aquarius,Ballot a
28962,1993,1181,Married,20,NO,VERY HAPPY,Gemini,Ballot b
28963,1993,1182,Married,23,NO,VERY HAPPY,Leo,Ballot b
28968,1993,1187,Married,20,YES,VERY HAPPY,Leo,Ballot b
28969,1993,1188,Married,21,NO,VERY HAPPY,Taurus,Ballot c
28970,1993,1189,Married,21,NO,PRETTY HAPPY,Cancer,Ballot a
28972,1993,1191,Married,19,NO,VERY HAPPY,Scorpio,Ballot a
28975,1993,1194,Married,38,NO,PRETTY HAPPY,Leo,Ballot a
28976,1993,1195,Married,20,NO,VERY HAPPY,Sagittarius,Ballot a
28977,1993,1196,Married,18,NO,PRETTY HAPPY,Virgo,Ballot b
28978,1993,1197,Married,21,NO,VERY HAPPY,Pisces,Ballot b
28980,1993,1199,Married,26,NO,PRETTY HAPPY,Gemini,Ballot c
28983,1993,1202,Married,23,NO,PRETTY HAPPY,Cancer,Ballot c
28984,1993,1203,Married,20,NO,VERY HAPPY,Pisces,Ballot b
28986,1993,1205,Married,32,NO,VERY HAPPY,Pisces,Ballot b
28987,1993,1206,Married,24,NO,VERY HAPPY,Cancer,Ballot c
28988,1993,1207,Married,19,NO,PRETTY HAPPY,Scorpio,Ballot a
28990,1993,1209,Married,25,NO,VERY HAPPY,Libra,Ballot a
28991,1993,1210,Married,20,NO,PRETTY HAPPY,Pisces,Ballot a
28992,1993,1211,Married,22,NO,VERY HAPPY,Cancer,Ballot b
28993,1993,1212,Married,21,NO,PRETTY HAPPY,Aries,Ballot a
28995,1993,1214,Married,30,NO,PRETTY HAPPY,Scorpio,Ballot b
28996,1993,1215,Married,21,NO,PRETTY HAPPY,Pisces,Ballot b
29000,1993,1219,Married,19,YES,VERY HAPPY,Gemini,Ballot c
29005,1993,1224,Married,21,NO,VERY HAPPY,Gemini,Ballot b
29007,1993,1226,Married,25,NO,PRETTY HAPPY,Taurus,Ballot b
29008,1993,1227,Married,21,NO,VERY HAPPY,Leo,Ballot b
29009,1993,1228,Married,23,NO,VERY HAPPY,Taurus,Ballot a
29010,1993,1229,Married,23,NO,VERY HAPPY,Pisces,Ballot a
29011,1993,1230,Married,21,YES,VERY HAPPY,Aquarius,Ballot a
29012,1993,1231,Married,26,NO,PRETTY HAPPY,Sagittarius,Ballot b
29016,1993,1235,Married,27,NO,VERY HAPPY,Taurus,Ballot b
29019,1993,1238,Married,19,YES,VERY HAPPY,Sagittarius,Ballot a
29020,1993,1239,Married,19,YES,VERY HAPPY,Virgo,Ballot c
29022,1993,1241,Married,19,NO,VERY HAPPY,Aries,Ballot b
29023,1993,1242,Married,21,YES,PRETTY HAPPY,Leo,Ballot a
29026,1993,1245,Married,18,YES,VERY HAPPY,Virgo,Ballot c
29027,1993,1246,Married,16,NO,PRETTY HAPPY,Aries,Ballot b
29029,1993,1248,Married,24,NO,VERY HAPPY,Pisces,Ballot b
29030,1993,1249,Married,36,NO,PRETTY HAPPY,Leo,Ballot b
29031,1993,1250,Married,18,YES,VERY HAPPY,Virgo,Ballot b
29033,1993,1252,Married,23,NO,PRETTY HAPPY,Sagittarius,Ballot c
29035,1993,1254,Married,28,NO,VERY HAPPY,Capricorn,Ballot c
29036,1993,1255,Married,21,NO,PRETTY HAPPY,Sagittarius,Ballot c
29038,1993,1257,Married,21,NO,VERY HAPPY,Cancer,Ballot a
29039,1993,1258,Married,28,NO,VERY HAPPY,Pisces,Ballot c
29040,1993,1259,Married,24,NO,PRETTY HAPPY,Aries,Ballot c
29043,1993,1262,Married,27,NO,NOT TOO HAPPY,Aries,Ballot a
29045,1993,1264,Married,26,NO,VERY HAPPY,Aquarius,Ballot b
29047,1993,1266,Married,19,NO,VERY HAPPY,Leo,Ballot a
29048,1993,1267,Married,23,NO,PRETTY HAPPY,Taurus,Ballot b
29050,1993,1269,Married,27,NO,PRETTY HAPPY,Leo,Ballot b
29055,1993,1274,Married,22,NO,PRETTY HAPPY,Aquarius,Ballot a
29058,1993,1277,Married,23,NO,VERY HAPPY,Pisces,Ballot c
29059,1993,1278,Married,19,NO,VERY HAPPY,Sagittarius,Ballot b
29061,1993,1280,Married,18,NO,VERY HAPPY,Sagittarius,Ballot c
29063,1993,1282,Married,17,YES,VERY HAPPY,Pisces,Ballot a
29064,1993,1283,Married,24,NO,PRETTY HAPPY,Virgo,Ballot b
29065,1993,1284,Married,20,NO,VERY HAPPY,Aquarius,Ballot b
29066,1993,1285,Married,21,NO,VERY HAPPY,Libra,Ballot a
29067,1993,1286,Married,21,NO,NOT TOO HAPPY,Aries,Ballot a
29068,1993,1287,Married,25,NO,PRETTY HAPPY,Capricorn,Ballot a
29069,1993,1288,Married,22,NO,VERY HAPPY,Taurus,Ballot b
29073,1993,1292,Married,32,NO,VERY HAPPY,Aries,Ballot a
29074,1993,1293,Married,24,NO,VERY HAPPY,Taurus,Ballot a
29077,1993,1296,Married,24,NO,VERY HAPPY,Cancer,Ballot c
29078,1993,1297,Married,24,NO,VERY HAPPY,Scorpio,Ballot a
29080,1993,1299,Married,18,YES,VERY HAPPY,Leo,Ballot a
29081,1993,1300,Married,24,NO,VERY HAPPY,Leo,Ballot b
29083,1993,1302,Married,22,NO,PRETTY HAPPY,Aries,Ballot c
29084,1993,1303,Married,17,NO,PRETTY HAPPY,Aquarius,Ballot b
29085,1993,1304,Married,19,NO,PRETTY HAPPY,Pisces,Ballot b
29086,1993,1305,Married,21,YES,VERY HAPPY,Aries,Ballot c
29088,1993,1307,Married,17,YES,VERY HAPPY,Pisces,Ballot b
29090,1993,1309,Married,23,YES,PRETTY HAPPY,Capricorn,Ballot a
29092,1993,1311,Married,31,NO,PRETTY HAPPY,Pisces,Ballot c
29093,1993,1312,Married,26,NO,PRETTY HAPPY,Sagittarius,Ballot c
29094,1993,1313,Married,18,YES,VERY HAPPY,Gemini,Ballot c
29095,1993,1314,Married,20,NO,VERY HAPPY,Scorpio,Ballot b
29096,1993,1315,Married,19,YES,PRETTY HAPPY,Virgo,Ballot c
29098,1993,1317,Married,21,NO,VERY HAPPY,Gemini,Ballot b
29099,1993,1318,Married,18,NO,PRETTY HAPPY,Leo,Ballot a
29100,1993,1319,Married,29,NO,VERY HAPPY,Scorpio,Ballot b
29101,1993,1320,Married,16,YES,PRETTY HAPPY,Virgo,Ballot b
29102,1993,1321,Married,18,NO,PRETTY HAPPY,Aries,Ballot b
29103,1993,1322,Married,21,YES,PRETTY HAPPY,Aquarius,Ballot b
29104,1993,1323,Married,22,YES,PRETTY HAPPY,Scorpio,Ballot b
29105,1993,1324,Married,58,NO,VERY HAPPY,Sagittarius,Ballot b
29109,1993,1328,Married,18,NO,VERY HAPPY,Capricorn,Ballot a
29110,1993,1329,Married,27,YES,NOT TOO HAPPY,Libra,Ballot a
29111,1993,1330,Married,20,NO,VERY HAPPY,Cancer,Ballot a
29113,1993,1332,Married,20,NO,VERY HAPPY,Leo,Ballot c
29114,1993,1333,Married,25,NO,VERY HAPPY,Gemini,Ballot b
29115,1993,1334,Married,21,NO,PRETTY HAPPY,Capricorn,Ballot a
29126,1993,1345,Married,27,YES,VERY HAPPY,Scorpio,Ballot c
29129,1993,1348,Married,41,NO,PRETTY HAPPY,Taurus,Ballot b
29139,1993,1358,Married,19,YES,VERY HAPPY,Aries,Ballot b
29144,1993,1363,Married,18,YES,PRETTY HAPPY,Sagittarius,Ballot a
29145,1993,1364,Married,19,NO,PRETTY HAPPY,Scorpio,Ballot c
29146,1993,1365,Married,20,NO,PRETTY HAPPY,Leo,Ballot c
29147,1993,1366,Married,26,NO,VERY HAPPY,Pisces,Ballot c
29148,1993,1367,Married,28,NO,PRETTY HAPPY,Taurus,Ballot a
29150,1993,1369,Married,23,NO,PRETTY HAPPY,Leo,Ballot b
29151,1993,1370,Married,25,YES,PRETTY HAPPY,Cancer,Ballot c
29153,1993,1372,Married,20,NO,VERY HAPPY,Aries,Ballot a
29154,1993,1373,Married,21,NO,VERY HAPPY,Cancer,Ballot a
29155,1993,1374,Married,22,NO,PRETTY HAPPY,Aries,Ballot a
29160,1993,1379,Married,16,NO,VERY HAPPY,Aquarius,Ballot c
29166,1993,1385,Married,23,YES,VERY HAPPY,Pisces,Ballot a
29167,1993,1386,Married,20,NO,VERY HAPPY,Sagittarius,Ballot c
29169,1993,1388,Married,19,NO,VERY HAPPY,Libra,Ballot c
29170,1993,1389,Married,23,NO,VERY HAPPY,Scorpio,Ballot b
29172,1993,1391,Married,32,NO,VERY HAPPY,Cancer,Ballot c
29174,1993,1393,Married,21,NO,VERY HAPPY,Libra,Ballot b
29175,1993,1394,Married,22,NO,VERY HAPPY,Libra,Ballot b
29181,1993,1400,Married,21,NO,PRETTY HAPPY,Capricorn,Ballot b
29183,1993,1402,Married,22,NO,VERY HAPPY,Virgo,Ballot c
29184,1993,1403,Married,26,NO,VERY HAPPY,Pisces,Ballot a
29185,1993,1404,Married,29,NO,PRETTY HAPPY,Pisces,Ballot c
29186,1993,1405,Married,20,YES,VERY HAPPY,Leo,Ballot a
29187,1993,1406,Married,20,NO,VERY HAPPY,Pisces,Ballot b
29190,1993,1409,Married,35,NO,PRETTY HAPPY,Scorpio,Ballot b
29191,1993,1410,Married,25,YES,VERY HAPPY,Sagittarius,Ballot a
29192,1993,1411,Married,19,YES,VERY HAPPY,Sagittarius,Ballot c
29193,1993,1412,Married,26,YES,NOT TOO HAPPY,Cancer,Ballot b
29194,1993,1413,Married,29,NO,VERY HAPPY,Aries,Ballot a
29195,1993,1414,Married,18,YES,VERY HAPPY,Sagittarius,Ballot a
29199,1993,1418,Married,38,NO,VERY HAPPY,Leo,Ballot a
29202,1993,1421,Married,31,NO,PRETTY HAPPY,Libra,Ballot b
29204,1993,1423,Married,25,NO,VERY HAPPY,Libra,Ballot c
29206,1993,1425,Married,27,YES,VERY HAPPY,Libra,Ballot b
29208,1993,1427,Married,18,NO,VERY HAPPY,Sagittarius,Ballot b
29213,1993,1432,Married,24,NO,PRETTY HAPPY,Cancer,Ballot b
29214,1993,1433,Married,17,YES,VERY HAPPY,Leo,Ballot a
29215,1993,1434,Married,18,NO,VERY HAPPY,Capricorn,Ballot c
29216,1993,1435,Married,20,NO,VERY HAPPY,Gemini,Ballot c
29219,1993,1438,Married,21,NO,PRETTY HAPPY,Libra,Ballot b
29220,1993,1439,Married,20,NO,VERY HAPPY,Scorpio,Ballot b
29222,1993,1441,Married,33,NO,PRETTY HAPPY,Virgo,Ballot a
29223,1993,1442,Married,19,NO,VERY HAPPY,Sagittarius,Ballot a
29226,1993,1445,Married,29,NO,VERY HAPPY,Leo,Ballot b
29229,1993,1448,Married,19,NO,VERY HAPPY,Sagittarius,Ballot b
29230,1993,1449,Married,22,YES,PRETTY HAPPY,Cancer,Ballot c
